Timestamp                       Thread     Type        Activity             PID    TTL  
2023-03-02 09:38:00.288558+0800 0x2b7658   Default     0x0                  18842  0    eapolclient: [com.apple.eapol:Client] en0 STOP
2023-03-02 09:38:00.553385+0800 0x2c1fb3   Default     0x0                  20071  0    eapolclient: [com.apple.eapol:Client] en0 START uid 501 gid 20
2023-03-02 09:38:00.556532+0800 0x2c1fb3   Default     0x0                  20071  0    eapolclient: [com.apple.eapol:Client] en0: 802.1X User Mode
2023-03-02 09:38:00.771324+0800 0x2c1d74   Default     0x0                  483    0    rapportd: (EAP8021X) [com.apple.eapol:Framework] eapolcontroller_server_port failed, unknown error code
2023-03-02 09:38:00.801449+0800 0x2c1d74   Default     0x0                  483    0    rapportd: (EAP8021X) [com.apple.eapol:Framework] eapolcontroller_server_port failed, unknown error code
2023-03-02 09:38:00.810050+0800 0x2c1d74   Default     0x0                  483    0    rapportd: (EAP8021X) [com.apple.eapol:Framework] eapolcontroller_server_port failed, unknown error code
2023-03-02 09:38:00.823406+0800 0x2c1d74   Default     0x0                  483    0    rapportd: (EAP8021X) [com.apple.eapol:Framework] eapolcontroller_server_port failed, unknown error code
2023-03-02 09:38:00.825600+0800 0x2c1d74   Default     0x0                  483    0    rapportd: (EAP8021X) [com.apple.eapol:Framework] eapolcontroller_server_port failed, unknown error code
2023-03-02 09:38:00.830016+0800 0x2c1d74   Default     0x0                  483    0    rapportd: (EAP8021X) [com.apple.eapol:Framework] eapolcontroller_server_port failed, unknown error code
2023-03-02 09:38:01.122524+0800 0x2c1fb3   Info        0x0                  20071  0    eapolclient: [com.apple.eapol:Client] Transmit Packet Size 50: EAP Response (2) EAP-PEAP (25) To 50:98:b8:64:c2:e3
2023-03-02 09:38:01.122567+0800 0x2c1fb3   Info        0x0                  20071  0    eapolclient: [com.apple.eapol:Client] State=Authenticating Status=OK (0)
2023-03-02 09:38:01.148463+0800 0x2c1fb3   Info        0x0                  20071  0    eapolclient: [com.apple.eapol:Client] Receive Packet Size 22: EAP Success (3) From 50:98:b8:64:c2:e3
2023-03-02 09:38:01.148486+0800 0x2c1fb3   Default     0x0                  20071  0    eapolclient: [com.apple.eapol:Client] en0 EAP-PEAP: successfully authenticated
2023-03-02 09:38:01.148509+0800 0x2c1fb3   Info        0x0                  20071  0    eapolclient: [com.apple.eapol:Client] State=Authenticated Status=OK (0)
2023-03-02 09:38:01.159166+0800 0x2c1fb3   Info        0x0                  20071  0    eapolclient: [com.apple.eapol:Client] 4-way handshake complete
2023-03-02 09:38:01.159167+0800 0x2c1fb3   Info        0x0                  20071  0    eapolclient: [com.apple.eapol:Client] force renew
2023-03-02 09:38:01.201457+0800 0x2c1f9f   Default     0x2e77e7             483    0    rapportd: (EAP8021X) [com.apple.eapol:Framework] eapolcontroller_server_port failed, unknown error code
2023-03-02 09:38:01.216743+0800 0x2c1f9f   Default     0x2e77e7             483    0    rapportd: (EAP8021X) [com.apple.eapol:Framework] eapolcontroller_server_port failed, unknown error code
2023-03-02 09:51:30.900877+0800 0x2c1fb3   Info        0x0                  20071  0    eapolclient: [com.apple.eapol:Client] Disassociated
2023-03-02 09:51:30.901278+0800 0x2c1fb3   Info        0x0                  20071  0    eapolclient: [com.apple.eapol:Client] link inactive
2023-03-02 09:51:31.110092+0800 0x2c1fb3   Info        0x0                  20071  0    eapolclient: [com.apple.eapol:Client] Disassociated
2023-03-02 09:51:31.914993+0800 0x2c1fb3   Info        0x0                  20071  0    eapolclient: [com.apple.eapol:Client] State=Inactive Status=OK (0)
2023-03-02 09:51:34.875827+0800 0x2c1fb3   Info        0x0                  20071  0    eapolclient: [com.apple.eapol:Client] Disassociated
2023-03-02 09:51:36.073224+0800 0x2c1fb3   Info        0x0                  20071  0    eapolclient: [com.apple.eapol:Client] Disassociated
2023-03-02 09:51:40.279659+0800 0x2c1fb3   Info        0x0                  20071  0    eapolclient: [com.apple.eapol:Client] Disassociated
2023-03-02 09:51:41.404077+0800 0x2c1fb3   Info        0x0                  20071  0    eapolclient: [com.apple.eapol:Client] Disassociated
2023-03-02 09:51:44.768913+0800 0x2c1fb3   Info        0x0                  20071  0    eapolclient: [com.apple.eapol:Client] Disassociated
2023-03-02 09:51:49.886645+0800 0x2c1fb3   Info        0x0                  20071  0    eapolclient: [com.apple.eapol:Client] Disassociated
2023-03-02 09:51:53.281704+0800 0x2c1fb3   Info        0x0                  20071  0    eapolclient: [com.apple.eapol:Client] Disassociated
2023-03-02 09:51:57.359863+0800 0x2c1fb3   Default     0x0                  20071  0    eapolclient: [com.apple.eapol:Client] en0 STOP
2023-03-02 09:51:57.361187+0800 0x2c1fb3   Info        0x0                  20071  0    eapolclient: [com.apple.eapol:Client] PMK cache cleared
2023-03-02 09:51:57.588575+0800 0x2c59b5   Default     0x0                  20697  0    eapolclient: [com.apple.eapol:Client] en0 START uid 501 gid 20
2023-03-02 09:51:57.588972+0800 0x2c59b5   Info        0x0                  20697  0    eapolclient: [com.apple.eapol:Client] Disassociated
2023-03-02 09:51:57.589808+0800 0x2c59b5   Info        0x0                  20697  0    eapolclient: [com.apple.eapol:Client] update_configuration
<?xml version="1.0" encoding="UTF-8"?>
<!DOCTYPE plist PUBLIC "-//Apple//DTD PLIST 1.0//EN" "http://www.apple.com/DTDs/PropertyList-1.0.dtd">
<plist version="1.0">
<dict>
	<key>AcceptEAPTypes</key>
	<array>
		<integer>25</integer>
	</array>
	<key>OuterIdentity</key>
	<string>term_29424db4-5125-4e20-ad87-9b7be403a76c</string>
	<key>ProfileID</key>
	<string>64D6F872-F162-4F20-A063-0F1330705A9F</string>
	<key>SaveCredentialsOnSuccessfulAuthentication</key>
	<false/>
	<key>TLSTrustedCertificates</key>
	<array>
		<data>
		MIID+zCCAuOgAwIBAgIRANgHxZRURgZLG73qg6wVyxEwDQYJKoZIhvcNAQEL
		BQAwgZAxCzAJBgNVBAYTAkNOMREwDwYDVQQIEwhaaGVqaWFuZzERMA8GA1UE
		BxMISGFuZ3pob3UxKjAoBgNVBAoMIeadreW3nuS6v+agvOS6keenkeaKgOac
		iemZkOWFrOWPuDESMBAGA1UECwwJ5Lq/5qC85LqRMRswGQYDVQQDExJFYWds
		ZUNsb3VkIFJvb3QgQ0EwHhcNMjIxMDI3MDUzMDQ2WhcNMzIxMDI0MDUzMDQ2
		WjBXMQswCQYDVQQGEwJDTjEqMCgGA1UECgwh5p2t5bee5Lq/5qC85LqR56eR
		5oqA5pyJ6ZmQ5YWs5Y+4MRwwGgYDVQQDExNyYWRpdXMuZWFnbGV5dW4uY29t
		MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEApLEapWp9XSMWHjPE
		lajhixyW7PUzp6sZQq7Kizvpfyss1IvVsV5DWEazvq0lOjljWmjqk6c5tq3b
		/c9UOb9gzWMvQQHvE2vbn+qfrfWp0AmOGyTQhjRjSCBB58uYzrnq2g5OMT20
		sFub/8cqqYcoKPBBX0jiVnGkGvyxQzx90U0DenO6ik20mOJH7zOcxYiB7hSJ
		e88+41niPswKRNFw2W+xAvcNjnsFjHWmYETZ/51i0IYo8SZ07wAuLEgMJTF3
		+vqPlKUMHh0BZR0T0I05IAI6+u8iffNnbDbuv4el5KerC9/KJykZbTsYQjyK
		lv9j1ZD5opGWBG/UYWUYnTJIqQIDAQABo4GHMIGEMA4GA1UdDwEB/wQEAwIE
		kDAdBgNVHSUEFjAUBggrBgEFBQcDAQYIKwYBBQUHAwIwDAYDVR0TAQH/BAIw
		ADAfBgNVHSMEGDAWgBSS7nshj6fF6hUNpFDn6K1m97v4BjAkBgNVHREEHTAb
		ghNyYWRpdXMuZWFnbGV5dW4uY29thwR/AAABMA0GCSqGSIb3DQEBCwUAA4IB
		AQBc/VcJAC6IWoPIYMvjUIMDNfkwMI0WkQJCRFRcpNlrLMKdCut4nInNXJhk
		f/AVRYsm8fYhcQbYy6ebPRjgjuwx5yjzeArZlm687oh8kUsBMZTQHVzvnLww
		R2TtXHnf99p9xVqT6EOe/nvInhE6n6NTqcP8YPrAbnhypxgaAmqydfzienqr
		k42taJWsfFqPbY3KLNPVWLvTendzzLBG04kYw8dyxp0GCxpw/Nkrz5kbYwG4
		Beshc+pliSVOOHgaRKW4inHJ5H+vQPVk/7u9mJ4Oi39Bex2FvsjhwVIcGMzP
		f/QEZrEd5JzSK7ELo2e4ekuS8zlVmKkndrvGObTPC+G+
		</data>
	</array>
	<key>TTLSInnerAuthentication</key>
	<string>MSCHAPv2</string>
	<key>UserName</key>
	<string>王少东</string>
	<key>UserPassword</key>
	<string>XXXXXXXX</string>
</dict>
</plist>
2023-03-02 09:51:57.590114+0800 0x2c59b5   Default     0x0                  20697  0    eapolclient: [com.apple.eapol:Client] en0: 802.1X User Mode
2023-03-02 09:51:57.590136+0800 0x2c59b5   Info        0x0                  20697  0    eapolclient: [com.apple.eapol:Client] State=Inactive Status=OK (0)
2023-03-02 09:51:57.688885+0800 0x2c59b5   Info        0x0                  20697  0    eapolclient: [com.apple.eapol:Client] Disassociated
2023-03-02 09:51:57.708106+0800 0x2c59b5   Info        0x0                  20697  0    eapolclient: [com.apple.eapol:Client] Associated SSID T3go-office BSSID 50:98:b8:64:b0:43
2023-03-02 09:51:57.708108+0800 0x2c59b5   Info        0x0                  20697  0    eapolclient: [com.apple.eapol:Client] Receive Packet Size 23: EAP Request (1) Identity (1) From 50:98:b8:64:b0:43
2023-03-02 09:51:57.708116+0800 0x2c59b5   Info        0x0                  20697  0    eapolclient: [com.apple.eapol:Client] State=Connecting Status=OK (0)
2023-03-02 09:51:57.708429+0800 0x2c59b5   Info        0x0                  20697  0    eapolclient: [com.apple.eapol:Client] EAP Request Identity
2023-03-02 09:51:57.708431+0800 0x2c59b5   Info        0x0                  20697  0    eapolclient: [com.apple.eapol:Client] EAP Response Identity term_29424db4-5125-4e20-ad87-9b7be403a76c
2023-03-02 09:51:57.708435+0800 0x2c59b5   Info        0x0                  20697  0    eapolclient: [com.apple.eapol:Client] Transmit Packet Size 50: EAP Response (2) Identity (1) To 50:98:b8:64:b0:43
2023-03-02 09:51:57.708484+0800 0x2c59b5   Info        0x0                  20697  0    eapolclient: [com.apple.eapol:Client] State=Acquired Status=OK (0)
2023-03-02 09:51:57.733703+0800 0x2c59b5   Info        0x0                  20697  0    eapolclient: [com.apple.eapol:Client] Receive Packet Size 40: EAP Request (1) EAP-MD5 (4) From 50:98:b8:64:b0:43
2023-03-02 09:51:57.733705+0800 0x2c59b5   Info        0x0                  20697  0    eapolclient: [com.apple.eapol:Client] set_msk 0
2023-03-02 09:51:57.739567+0800 0x2c599c   Default     0x0                  483    0    rapportd: (EAP8021X) [com.apple.eapol:Framework] eapolcontroller_server_port failed, unknown error code
2023-03-02 09:51:57.744338+0800 0x2c599c   Default     0x0                  483    0    rapportd: (EAP8021X) [com.apple.eapol:Framework] eapolcontroller_server_port failed, unknown error code
2023-03-02 09:51:57.746438+0800 0x2c59b5   Info        0x0                  20697  0    eapolclient: [com.apple.eapol:Client] State=Authenticating Status=OK (0)
2023-03-02 09:51:57.746764+0800 0x2c59b5   Info        0x0                  20697  0    eapolclient: [com.apple.eapol:Client] EAP Request: NAK'ing EAP type 4 with EAP-PEAP(25)
2023-03-02 09:51:57.746769+0800 0x2c59b5   Info        0x0                  20697  0    eapolclient: [com.apple.eapol:Client] Transmit Packet Size 10: EAP Response (2) Nak (3) To 50:98:b8:64:b0:43
2023-03-02 09:51:57.754439+0800 0x2c59a2   Default     0x0                  483    0    rapportd: (EAP8021X) [com.apple.eapol:Framework] eapolcontroller_server_port failed, unknown error code
2023-03-02 09:51:57.757030+0800 0x2c59a2   Default     0x0                  483    0    rapportd: (EAP8021X) [com.apple.eapol:Framework] eapolcontroller_server_port failed, unknown error code
2023-03-02 09:51:57.758604+0800 0x2c59a2   Default     0x0                  483    0    rapportd: (EAP8021X) [com.apple.eapol:Framework] eapolcontroller_server_port failed, unknown error code
2023-03-02 09:51:57.760273+0800 0x2c59a2   Default     0x0                  483    0    rapportd: (EAP8021X) [com.apple.eapol:Framework] eapolcontroller_server_port failed, unknown error code
2023-03-02 09:51:57.778276+0800 0x2c59b5   Info        0x0                  20697  0    eapolclient: [com.apple.eapol:Client] Receive Packet Size 24: EAP Request (1) EAP-PEAP (25) From 50:98:b8:64:b0:43
2023-03-02 09:51:57.778291+0800 0x2c59b5   Info        0x0                  20697  0    eapolclient: [com.apple.eapol:Client] EAP Request: EAP-PEAP (25) accepted
2023-03-02 09:51:57.778300+0800 0x2c59b5   Info        0x0                  20697  0    eapolclient: [com.apple.eapol:Client] State=Authenticating Status=OK (0)
2023-03-02 09:51:57.780325+0800 0x2c59b5   Info        0x0                  20697  0    eapolclient: [com.apple.eapol:Client] Transmit Packet Size 165: EAP Response (2) EAP-PEAP (25) To 50:98:b8:64:b0:43
2023-03-02 09:51:57.780343+0800 0x2c59b5   Info        0x0                  20697  0    eapolclient: [com.apple.eapol:Client] State=Authenticating Status=OK (0)
2023-03-02 09:51:57.808554+0800 0x2c59b5   Info        0x0                  20697  0    eapolclient: [com.apple.eapol:Client] Receive Packet Size 1022: EAP Request (1) EAP-PEAP (25) From 50:98:b8:64:b0:43
2023-03-02 09:51:57.808562+0800 0x2c59b5   Info        0x0                  20697  0    eapolclient: [com.apple.eapol:Client] Transmit Packet Size 10: EAP Response (2) EAP-PEAP (25) To 50:98:b8:64:b0:43
2023-03-02 09:51:57.808581+0800 0x2c59b5   Info        0x0                  20697  0    eapolclient: [com.apple.eapol:Client] State=Authenticating Status=OK (0)
2023-03-02 09:51:57.836497+0800 0x2c59b5   Info        0x0                  20697  0    eapolclient: [com.apple.eapol:Client] Receive Packet Size 477: EAP Request (1) EAP-PEAP (25) From 50:98:b8:64:b0:43
2023-03-02 09:51:57.846518+0800 0x2c59b5   Info        0x0                  20697  0    eapolclient: [com.apple.eapol:Client] Transmit Packet Size 140: EAP Response (2) EAP-PEAP (25) To 50:98:b8:64:b0:43
2023-03-02 09:51:57.846542+0800 0x2c59b5   Info        0x0                  20697  0    eapolclient: [com.apple.eapol:Client] State=Authenticating Status=OK (0)
2023-03-02 09:51:57.871243+0800 0x2c59b5   Info        0x0                  20697  0    eapolclient: [com.apple.eapol:Client] Receive Packet Size 75: EAP Request (1) EAP-PEAP (25) From 50:98:b8:64:b0:43
2023-03-02 09:51:57.871280+0800 0x2c59b5   Info        0x0                  20697  0    eapolclient: [com.apple.eapol:Client] Transmit Packet Size 10: EAP Response (2) EAP-PEAP (25) To 50:98:b8:64:b0:43
2023-03-02 09:51:57.871301+0800 0x2c59b5   Info        0x0                  20697  0    eapolclient: [com.apple.eapol:Client] State=Authenticating Status=OK (0)
2023-03-02 09:51:57.896275+0800 0x2c59b5   Info        0x0                  20697  0    eapolclient: [com.apple.eapol:Client] Receive Packet Size 58: EAP Request (1) EAP-PEAP (25) From 50:98:b8:64:b0:43
2023-03-02 09:51:57.896293+0800 0x2c59b5   Info        0x0                  20697  0    eapolclient: [com.apple.eapol:Client] Transmit Packet Size 49: EAP Response (2) EAP-PEAP (25) To 50:98:b8:64:b0:43
2023-03-02 09:51:57.896313+0800 0x2c59b5   Info        0x0                  20697  0    eapolclient: [com.apple.eapol:Client] State=Authenticating Status=OK (0)
2023-03-02 09:51:57.925680+0800 0x2c59b5   Info        0x0                  20697  0    eapolclient: [com.apple.eapol:Client] Receive Packet Size 91: EAP Request (1) EAP-PEAP (25) From 50:98:b8:64:b0:43
2023-03-02 09:51:57.925741+0800 0x2c59b5   Info        0x0                  20697  0    eapolclient: [com.apple.eapol:Client] Transmit Packet Size 103: EAP Response (2) EAP-PEAP (25) To 50:98:b8:64:b0:43
2023-03-02 09:51:57.925761+0800 0x2c59b5   Info        0x0                  20697  0    eapolclient: [com.apple.eapol:Client] State=Authenticating Status=OK (0)
2023-03-02 09:51:57.965035+0800 0x2c59b5   Info        0x0                  20697  0    eapolclient: [com.apple.eapol:Client] Receive Packet Size 100: EAP Request (1) EAP-PEAP (25) From 50:98:b8:64:b0:43
2023-03-02 09:51:57.965068+0800 0x2c59b5   Info        0x0                  20697  0    eapolclient: [com.apple.eapol:Client] Transmit Packet Size 41: EAP Response (2) EAP-PEAP (25) To 50:98:b8:64:b0:43
2023-03-02 09:51:57.965095+0800 0x2c59b5   Info        0x0                  20697  0    eapolclient: [com.apple.eapol:Client] State=Authenticating Status=OK (0)
2023-03-02 09:51:57.966138+0800 0x2c59b5   Info        0x0                  20697  0    eapolclient: [com.apple.eapol:Client] 4-way handshake notification scheduled
2023-03-02 09:51:57.966140+0800 0x2c59b5   Info        0x0                  20697  0    eapolclient: [com.apple.eapol:Client] set_msk 64
2023-03-02 09:51:58.075156+0800 0x2c59b5   Info        0x0                  20697  0    eapolclient: [com.apple.eapol:Client] Receive Packet Size 64: EAP Request (1) EAP-PEAP (25) From 50:98:b8:64:b0:43
2023-03-02 09:51:58.075178+0800 0x2c59b5   Info        0x0                  20697  0    eapolclient: [com.apple.eapol:Client] Transmit Packet Size 50: EAP Response (2) EAP-PEAP (25) To 50:98:b8:64:b0:43
2023-03-02 09:51:58.075216+0800 0x2c59b5   Info        0x0                  20697  0    eapolclient: [com.apple.eapol:Client] State=Authenticating Status=OK (0)
2023-03-02 09:51:58.094867+0800 0x2c59b5   Info        0x0                  20697  0    eapolclient: [com.apple.eapol:Client] Receive Packet Size 22: EAP Success (3) From 50:98:b8:64:b0:43
2023-03-02 09:51:58.094878+0800 0x2c59b5   Default     0x0                  20697  0    eapolclient: [com.apple.eapol:Client] en0 EAP-PEAP: successfully authenticated
2023-03-02 09:51:58.094892+0800 0x2c59b5   Info        0x0                  20697  0    eapolclient: [com.apple.eapol:Client] State=Authenticated Status=OK (0)
2023-03-02 09:51:58.117727+0800 0x2c59b5   Info        0x0                  20697  0    eapolclient: [com.apple.eapol:Client] 4-way handshake complete
2023-03-02 09:51:58.117728+0800 0x2c59b5   Info        0x0                  20697  0    eapolclient: [com.apple.eapol:Client] force renew
2023-03-02 09:51:58.209419+0800 0x2c59a2   Default     0x2e77ec             483    0    rapportd: (EAP8021X) [com.apple.eapol:Framework] eapolcontroller_server_port failed, unknown error code
2023-03-02 09:51:58.217245+0800 0x2c59a2   Default     0x2e77ec             483    0    rapportd: (EAP8021X) [com.apple.eapol:Framework] eapolcontroller_server_port failed, unknown error code
2023-03-02 10:02:34.249110+0800 0x2c59b5   Info        0x0                  20697  0    eapolclient: [com.apple.eapol:Client] Disassociated
2023-03-02 10:02:34.250020+0800 0x2c59b5   Info        0x0                  20697  0    eapolclient: [com.apple.eapol:Client] link inactive
2023-03-02 10:02:34.347127+0800 0x2c59b5   Info        0x0                  20697  0    eapolclient: [com.apple.eapol:Client] Disassociated
2023-03-02 10:02:35.253824+0800 0x2c59b5   Info        0x0                  20697  0    eapolclient: [com.apple.eapol:Client] State=Inactive Status=OK (0)
2023-03-02 10:02:38.070152+0800 0x2c59b5   Info        0x0                  20697  0    eapolclient: [com.apple.eapol:Client] Disassociated
2023-03-02 10:02:39.219938+0800 0x2c59b5   Info        0x0                  20697  0    eapolclient: [com.apple.eapol:Client] Disassociated
2023-03-02 10:02:42.952161+0800 0x2c59b5   Info        0x0                  20697  0    eapolclient: [com.apple.eapol:Client] Disassociated
2023-03-02 10:02:44.062793+0800 0x2c59b5   Info        0x0                  20697  0    eapolclient: [com.apple.eapol:Client] Disassociated
2023-03-02 10:02:47.444020+0800 0x2c59b5   Info        0x0                  20697  0    eapolclient: [com.apple.eapol:Client] Disassociated
2023-03-02 10:02:52.559367+0800 0x2c59b5   Info        0x0                  20697  0    eapolclient: [com.apple.eapol:Client] Disassociated
2023-03-02 10:02:55.985098+0800 0x2c59b5   Info        0x0                  20697  0    eapolclient: [com.apple.eapol:Client] Disassociated
2023-03-02 10:03:01.100905+0800 0x2c59b5   Info        0x0                  20697  0    eapolclient: [com.apple.eapol:Client] Disassociated
2023-03-02 10:03:04.565131+0800 0x2c59b5   Info        0x0                  20697  0    eapolclient: [com.apple.eapol:Client] Disassociated
2023-03-02 10:03:14.687316+0800 0x2c59b5   Info        0x0                  20697  0    eapolclient: [com.apple.eapol:Client] Disassociated
2023-03-02 10:03:18.173052+0800 0x2c59b5   Info        0x0                  20697  0    eapolclient: [com.apple.eapol:Client] Disassociated
2023-03-02 10:03:28.285727+0800 0x2c59b5   Info        0x0                  20697  0    eapolclient: [com.apple.eapol:Client] Disassociated
2023-03-02 10:03:31.750014+0800 0x2c59b5   Info        0x0                  20697  0    eapolclient: [com.apple.eapol:Client] Disassociated
2023-03-02 10:03:41.869312+0800 0x2c59b5   Info        0x0                  20697  0    eapolclient: [com.apple.eapol:Client] Disassociated
2023-03-02 10:03:45.251753+0800 0x2c59b5   Info        0x0                  20697  0    eapolclient: [com.apple.eapol:Client] Disassociated
2023-03-02 10:03:55.366605+0800 0x2c59b5   Info        0x0                  20697  0    eapolclient: [com.apple.eapol:Client] Disassociated
2023-03-02 10:03:58.734731+0800 0x2c59b5   Info        0x0                  20697  0    eapolclient: [com.apple.eapol:Client] Disassociated
2023-03-02 10:04:08.854765+0800 0x2c59b5   Info        0x0                  20697  0    eapolclient: [com.apple.eapol:Client] Disassociated
2023-03-02 10:04:12.245802+0800 0x2c59b5   Info        0x0                  20697  0    eapolclient: [com.apple.eapol:Client] Disassociated
2023-03-02 10:04:21.277070+0800 0x2c59b5   Default     0x0                  20697  0    eapolclient: [com.apple.eapol:Client] en0 STOP
2023-03-02 10:04:21.280425+0800 0x2c59b5   Info        0x0                  20697  0    eapolclient: [com.apple.eapol:Client] PMK cache cleared
2023-03-02 10:04:21.503121+0800 0x2c8a95   Default     0x0                  20991  0    eapolclient: [com.apple.eapol:Client] en0 START uid 501 gid 20
2023-03-02 10:04:21.503515+0800 0x2c8a95   Info        0x0                  20991  0    eapolclient: [com.apple.eapol:Client] Disassociated
2023-03-02 10:04:21.504305+0800 0x2c8a95   Info        0x0                  20991  0    eapolclient: [com.apple.eapol:Client] update_configuration
<?xml version="1.0" encoding="UTF-8"?>
<!DOCTYPE plist PUBLIC "-//Apple//DTD PLIST 1.0//EN" "http://www.apple.com/DTDs/PropertyList-1.0.dtd">
<plist version="1.0">
<dict>
	<key>AcceptEAPTypes</key>
	<array>
		<integer>25</integer>
	</array>
	<key>OuterIdentity</key>
	<string>term_29424db4-5125-4e20-ad87-9b7be403a76c</string>
	<key>ProfileID</key>
	<string>64D6F872-F162-4F20-A063-0F1330705A9F</string>
	<key>SaveCredentialsOnSuccessfulAuthentication</key>
	<false/>
	<key>TLSTrustedCertificates</key>
	<array>
		<data>
		MIID+zCCAuOgAwIBAgIRANgHxZRURgZLG73qg6wVyxEwDQYJKoZIhvcNAQEL
		BQAwgZAxCzAJBgNVBAYTAkNOMREwDwYDVQQIEwhaaGVqaWFuZzERMA8GA1UE
		BxMISGFuZ3pob3UxKjAoBgNVBAoMIeadreW3nuS6v+agvOS6keenkeaKgOac
		iemZkOWFrOWPuDESMBAGA1UECwwJ5Lq/5qC85LqRMRswGQYDVQQDExJFYWds
		ZUNsb3VkIFJvb3QgQ0EwHhcNMjIxMDI3MDUzMDQ2WhcNMzIxMDI0MDUzMDQ2
		WjBXMQswCQYDVQQGEwJDTjEqMCgGA1UECgwh5p2t5bee5Lq/5qC85LqR56eR
		5oqA5pyJ6ZmQ5YWs5Y+4MRwwGgYDVQQDExNyYWRpdXMuZWFnbGV5dW4uY29t
		MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEApLEapWp9XSMWHjPE
		lajhixyW7PUzp6sZQq7Kizvpfyss1IvVsV5DWEazvq0lOjljWmjqk6c5tq3b
		/c9UOb9gzWMvQQHvE2vbn+qfrfWp0AmOGyTQhjRjSCBB58uYzrnq2g5OMT20
		sFub/8cqqYcoKPBBX0jiVnGkGvyxQzx90U0DenO6ik20mOJH7zOcxYiB7hSJ
		e88+41niPswKRNFw2W+xAvcNjnsFjHWmYETZ/51i0IYo8SZ07wAuLEgMJTF3
		+vqPlKUMHh0BZR0T0I05IAI6+u8iffNnbDbuv4el5KerC9/KJykZbTsYQjyK
		lv9j1ZD5opGWBG/UYWUYnTJIqQIDAQABo4GHMIGEMA4GA1UdDwEB/wQEAwIE
		kDAdBgNVHSUEFjAUBggrBgEFBQcDAQYIKwYBBQUHAwIwDAYDVR0TAQH/BAIw
		ADAfBgNVHSMEGDAWgBSS7nshj6fF6hUNpFDn6K1m97v4BjAkBgNVHREEHTAb
		ghNyYWRpdXMuZWFnbGV5dW4uY29thwR/AAABMA0GCSqGSIb3DQEBCwUAA4IB
		AQBc/VcJAC6IWoPIYMvjUIMDNfkwMI0WkQJCRFRcpNlrLMKdCut4nInNXJhk
		f/AVRYsm8fYhcQbYy6ebPRjgjuwx5yjzeArZlm687oh8kUsBMZTQHVzvnLww
		R2TtXHnf99p9xVqT6EOe/nvInhE6n6NTqcP8YPrAbnhypxgaAmqydfzienqr
		k42taJWsfFqPbY3KLNPVWLvTendzzLBG04kYw8dyxp0GCxpw/Nkrz5kbYwG4
		Beshc+pliSVOOHgaRKW4inHJ5H+vQPVk/7u9mJ4Oi39Bex2FvsjhwVIcGMzP
		f/QEZrEd5JzSK7ELo2e4ekuS8zlVmKkndrvGObTPC+G+
		</data>
	</array>
	<key>TTLSInnerAuthentication</key>
	<string>MSCHAPv2</string>
	<key>UserName</key>
	<string>王少东</string>
	<key>UserPassword</key>
	<string>XXXXXXXX</string>
</dict>
</plist>
2023-03-02 10:04:21.504589+0800 0x2c8a95   Default     0x0                  20991  0    eapolclient: [com.apple.eapol:Client] en0: 802.1X User Mode
2023-03-02 10:04:21.504609+0800 0x2c8a95   Info        0x0                  20991  0    eapolclient: [com.apple.eapol:Client] State=Inactive Status=OK (0)
2023-03-02 10:04:21.605706+0800 0x2c8a95   Info        0x0                  20991  0    eapolclient: [com.apple.eapol:Client] Disassociated
2023-03-02 10:04:21.631742+0800 0x2c8a95   Info        0x0                  20991  0    eapolclient: [com.apple.eapol:Client] Associated SSID T3go-office BSSID 50:98:b8:64:b0:43
2023-03-02 10:04:21.631744+0800 0x2c8a95   Info        0x0                  20991  0    eapolclient: [com.apple.eapol:Client] Receive Packet Size 23: EAP Request (1) Identity (1) From 50:98:b8:64:b0:43
2023-03-02 10:04:21.631751+0800 0x2c8a95   Info        0x0                  20991  0    eapolclient: [com.apple.eapol:Client] State=Connecting Status=OK (0)
2023-03-02 10:04:21.632008+0800 0x2c8a95   Info        0x0                  20991  0    eapolclient: [com.apple.eapol:Client] EAP Request Identity
2023-03-02 10:04:21.632009+0800 0x2c8a95   Info        0x0                  20991  0    eapolclient: [com.apple.eapol:Client] EAP Response Identity term_29424db4-5125-4e20-ad87-9b7be403a76c
2023-03-02 10:04:21.632013+0800 0x2c8a95   Info        0x0                  20991  0    eapolclient: [com.apple.eapol:Client] Transmit Packet Size 50: EAP Response (2) Identity (1) To 50:98:b8:64:b0:43
2023-03-02 10:04:21.632031+0800 0x2c8a95   Info        0x0                  20991  0    eapolclient: [com.apple.eapol:Client] State=Acquired Status=OK (0)
2023-03-02 10:04:21.659214+0800 0x2c8a95   Info        0x0                  20991  0    eapolclient: [com.apple.eapol:Client] Receive Packet Size 40: EAP Request (1) EAP-MD5 (4) From 50:98:b8:64:b0:43
2023-03-02 10:04:21.659216+0800 0x2c8a95   Info        0x0                  20991  0    eapolclient: [com.apple.eapol:Client] set_msk 0
2023-03-02 10:04:21.665250+0800 0x2c8a95   Info        0x0                  20991  0    eapolclient: [com.apple.eapol:Client] State=Authenticating Status=OK (0)
2023-03-02 10:04:21.665660+0800 0x2c8a95   Info        0x0                  20991  0    eapolclient: [com.apple.eapol:Client] EAP Request: NAK'ing EAP type 4 with EAP-PEAP(25)
